UUID,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,LAT,LNG,PLACE_TYPE,CITATION,RELATIONSHIP,DATE,PRECISE LOCATION
0a1d2aa2-74eb-4452-a98f-b3ba1464c791,Romulus,char-offset:26759,PERSON,,,,,,"2,42",,,
ac762b58-ec3f-483b-b69b-1d53a00bd8c2,Romulus,char-offset:27340,PERSON,,,,,,"2,42",,,
924d8339-6207-47c8-9196-c2d4c13ae835,Romulus,char-offset:27782,PERSON,,,,,,"2,43",,,
f85831f8-983c-4d97-8137-b200ff8c4495,Romulus,char-offset:28852,PERSON,,,,,,"2,43",,,
80544657-f48b-4a50-8636-a1cf07bc5ccb,Romulus,char-offset:34344,PERSON,,,,,,"2,46",,,
8c66cb4c-fbed-40ab-924c-76dc1cdf090b,Romulus,char-offset:36526,PERSON,,,,,,"2,47",,,
4f3798c1-2aba-4548-b682-02cd8a38ec3f,Romulus,char-offset:41039,PERSON,,,,,,"2,50",,,
5eed271d-ae32-4127-a36f-97de7805220f,Romulus,char-offset:41250,PERSON,,,,,,"2,50",,,
f424689c-ee0b-4a1a-ae68-83409804718f,Romulus,char-offset:41967,PERSON,,,,,,"2,50",,,
e1798c82-467b-456e-9142-88453140b66c,Romulus,char-offset:43699,PERSON,,,,,,"2,51",,,
4aab83db-60d8-4ec6-990b-3bba4af08554,Romulus,char-offset:44152,PERSON,,,,,,"2,51",,,
ca0e8a7e-b65e-4131-8024-5c29c14cf976,Romulus,char-offset:45291,PERSON,,,,,,"2,52",,,
214bcee3-7e78-4c8b-b8b6-b86109f707eb,Romulus,char-offset:46102,PERSON,,,,,,"2,52",,,
e8a520b2-74b6-4460-bcb6-42ce1074de2f,Romulus,char-offset:46483,PERSON,,,,,,"2,52",,,
290e4757-02e9-4648-8073-4dc05bdd4177,Romulus,char-offset:46781,PERSON,,,,,,"2,52",,,
75133da1-ddc1-409d-a3e4-91614b06809b,Romulus,char-offset:47028,PERSON,,,,,,"2,52",,,
14be810d-9c43-4799-93d0-411a25fdfc37,Romulus,char-offset:47226,PERSON,,,,,,"2,53",,,
49bfcd7b-44d8-449a-abbc-2090ac6874dc,Romulus,char-offset:48268,PERSON,,,,,,"2,53",,,
6ad8b2a7-42a4-4c2b-ae7c-342af4c5ed41,Romulus,char-offset:48620,PERSON,,,,,,"2,53",,,
115e5a5e-83eb-42bd-8915-4ca9b0597fac,Romulus,char-offset:49168,PERSON,,,,,,"2,54",,,
c3d61774-b7cf-402b-a10d-1ee73557ed12,Romulus,char-offset:49543,PERSON,,,,,,"2,54",,,
186c5fc8-be1a-4d1b-945c-b3f17cf0258f,Romulus,char-offset:50183,PERSON,,,,,,"2,54",,,
fba553f0-bce7-4f96-aeeb-baef9998855e,Romulus,char-offset:50784,PERSON,,,,,,"2,54",,,
6ccf7c05-4994-44ba-a0cc-762093135714,Romulus,char-offset:51680,PERSON,,,,,,"2,55",,,
a52d1752-b3eb-46ad-8f09-0fb969a13acc,Romulus,char-offset:53248,PERSON,,,,,,"2,55",,,
025738db-047b-43c2-96e9-41a1a4302f0f,Romulus,char-offset:53457,PERSON,,,,,,"2,55",,,
37c5a523-e28e-4a75-ad29-49db7bec7932,Romulus,char-offset:54221,PERSON,,,,,,"2,56",,,
81a5563e-fca1-45dc-83ee-01e974d3b2d3,Romulus,char-offset:56925,PERSON,,,,,,"2,56",,,
11ceb761-d311-471c-b3b8-d21dac21c05a,Sabines,char-offset:29311,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,70",,,
18989468-5e2a-4929-ab33-d8e0cad68408,Sabines,char-offset:5025,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,32",,,
ddb968ce-4b8f-45ba-816a-728f23287b03,Sabines,char-offset:5748,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,32",,,
bce82c70-34ed-4fef-9c0e-7347f708d57e,Sabines,char-offset:6345,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,33",,,
381abd2c-c177-41cb-8257-29eda318d56a,Sabines,char-offset:14402,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,36",,,
29de744f-bc52-4153-a065-c540426754d9,Sabines,char-offset:14960,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,36",,,
05d148cf-8915-4ad2-b956-b47081d7ace9,Sabines,char-offset:16395,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,37",,,
886516d1-d0a8-4b8e-9e01-d463cae295c2,Sabines,char-offset:16921,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,37",,,
c91fad9e-70de-4f2b-9be8-3afc7b2496c9,Sabines,char-offset:17554,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,38",,,
c2ce93c8-2e36-4f72-923c-24ef918d7f15,Sabines,char-offset:18192,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,38",,,
7e0bb8a7-e1c3-4d67-b619-2e0c89700dfe,Sabines,char-offset:18665,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,38",,,
afc648bd-b401-48d7-a8b2-5d49278885ef,Sabines,char-offset:19189,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,38",,,
de471b63-20a5-4dfe-bf00-4e9d9c145c37,Sabines,char-offset:19761,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,38",,,
716399d6-9ec7-4fcb-a0f6-7fda84deb117,Sabines,char-offset:19971,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,38",,,
3c2797cb-fdd6-45ba-aa50-b6725dc0d8b2,Sabines,char-offset:20403,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,39",,,
8d0820dd-2053-4796-aab9-7601722d786d,Sabines,char-offset:21074,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,39",,,
476c126a-bfed-434b-8bb9-bc87e9f66a7e,Sabines,char-offset:21289,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,39",,,
f5b6c931-9d32-4df2-a1ee-69aa60c8f656,Sabines,char-offset:21373,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,39",,,
18bef280-a68d-4318-9e2c-6f82aabfb214,Sabines,char-offset:21657,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,40",,,
174d4835-8915-431d-a2c8-d947071524ee,Sabines,char-offset:22350,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,40",,,
667cf87b-1dad-4f91-8576-27f6b857d011,Sabines,char-offset:23335,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,41",,,
677427bf-e432-41e5-b057-75778168ab26,Sabines,char-offset:25409,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,42",,,
ca0db1d5-2739-4f45-81ca-ddee1c1195fe,Sabines,char-offset:26242,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,42",,,
95b42d87-6b9f-4027-9d85-a73fa0a9ee02,Sabines,char-offset:26423,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,42",,,
2f8abc6f-6188-430e-8913-368a9712e51b,Sabines,char-offset:28612,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,43",,,
8f1a5ddd-4844-4d94-b414-17c141975d03,Sabines,char-offset:29869,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,44",,,
08ee116c-a72c-4309-98db-df4798ea7014,Sabines,char-offset:30623,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,44",,,
a6f28b2d-dcf6-4e1f-b2ce-cb7e0878fa5e,Sabines,char-offset:31104,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,44",,,
21cb867a-2670-4bc2-8a5d-39eaeeebd0ea,Sabines,char-offset:31822,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,45",,,
19fdeb72-7661-4e72-8799-1100c88ec8f1,Sabines,char-offset:33063,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,45",,,
149cae08-2189-4ca1-9bd7-6bf178466f18,Sabines,char-offset:34732,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,46",,,
6cc834c4-a33a-471d-b892-aace220b7dcc,Sabines,char-offset:37492,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,48",,,
17f1475d-0cf5-41da-b38e-1e88c3a11ab4,Sabines,char-offset:38596,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,48",,,
32df8dcc-3c7e-490f-ab04-180a517335a2,Sabines,char-offset:38997,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,49",,,
6895a5d9-ab91-41d5-8a82-7c8fc1ef1b08,Sabines,char-offset:39318,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,49",,,
18320bfc-0488-4ee3-a9e9-fde73c9ee98f,Sabines,char-offset:39907,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,49",,,
4133f944-d835-4406-b329-b9a3ccc4a3f5,Sabines,char-offset:40794,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,49",,,
61e0a748-3064-4d85-8d81-c8586b3648a0,Sabines,char-offset:40865,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,49",,,
65f5290d-05bc-434f-a841-97d108465b6c,Sabus,char-offset:39072,PERSON,,,,,,"2,49",,,
b1dfc3bf-26d7-4f9f-9157-6275a21fadfb,Sacred Way,char-offset:42074,PLACE,http://pleiades.stoa.org/places/580006,"Lakiadai|Lakiadai, Sacred Way, E Kephisos [VI - city - 2(3)]",37.993384,23.699604,settlement,"2,50",Ally,,
10ce2bed-1758-4c98-bed5-e9065a675eb7,Salii,char-offset:28831,PERSON,,,,,,"2,70",,,
417e5d34-94c7-40b8-9623-2eb4296aec5d,Salii,char-offset:28964,PERSON,,,,,,"2,70",,,
35d47c6e-9b0f-47b7-bf65-5126aa2e1b0c,Salii,char-offset:29058,PERSON,,,,,,"2,70",,,
8fd5d301-dee1-40ad-be8f-fc3a160fd83b,Salii,char-offset:29084,PERSON,,,,,,"2,70",,,
34f8f033-3e32-4540-80e5-c767092df68d,Salii,char-offset:30497,PERSON,,,,,,"2,70",,,
bc90a7e8-f9e7-42b4-9dd8-dc2b9b7f1093,Salii,char-offset:30667,PERSON,,,,,,"2,70",,,
daeaeb67-8d0b-48c7-a09b-0e8753a92cfb,Salii,char-offset:30840,PERSON,,,,,,"2,70",,,
84474f1a-2d45-4600-8311-8e8452c1e79b,Salii,char-offset:33201,PERSON,,,,,,"2,71",,,
0815d7fc-31d3-483b-842a-973c8cafd3f4,Salii,char-offset:33236,PERSON,,,,,,"2,71",,,
d00cf04e-1548-48ff-b6a7-33913c87ef52,Salii,char-offset:33359,PERSON,,,,,,"2,71",,,
48862765-0446-4d03-8259-b61f559f331f,Salii Collini,char-offset:29123,PERSON,,,,,,"2,70",,,
234a8a98-4389-42d3-ac79-3b4a025cac20,Samian,char-offset:4969,PEOPLE,,,,,,"2,59",,,
2a6689dd-d2ea-43dc-a138-c9eeb0508c84,Samian,char-offset:5627,PEOPLE,,,,,,"2,59",,,
91735256-d0b5-4177-9c75-4b001afda498,Sancus,char-offset:39089,PERSON,,,,,,"2,49",,,
fa1a60f1-8e90-46f1-b0f7-86670add2bc5,Sancus,char-offset:39137,PERSON,,,,,,"2,49",,,
981ccd7c-15fa-41be-b688-37234be7c8d0,Sardinia,char-offset:35706,PLACE,http://pleiades.stoa.org/places/472014,Sardinia (island),40.06802462,8.895951167,island,"2,17",,,YES
b1189d9d-acb4-488e-b5a9-6cb26550e88c,Saturn,char-offset:2006,PERSON,,,,,,"2,1",,,NO
ad7875fb-bd4d-44ee-bb60-209234b154a4,Saturn,char-offset:38623,PERSON,,,,,,,,,
560c202f-064d-4645-9e6e-348cfa9159ca,Saturn,char-offset:38722,PERSON,,,,,,,,,
2cd742f5-eae7-4d82-a6e0-7ad140aaa037,Sicel,char-offset:485,PEOPLE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"2,1",,,YES
c6334e07-eb71-47a6-9c15-b4bf1ab3b968,Sicels,char-offset:298,PEOPLE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"2,1",,,YES
c710ae1d-bd15-43e5-aef7-c66390cda5ee,Sicily,char-offset:35695,PLACE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"2,17",,,YES
c49120cc-693f-4b0a-971e-7a03b8c04752,Sicily,char-offset:20983,PLACE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"2,66",,,
98d3a551-f7d0-47d1-9a9a-c7e991f5f2aa,Sicily,char-offset:21287,PLACE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"2,66",,,
41884d88-79b0-4809-8264-c28079c37eec,Solonium,char-offset:16034,PLACE,http://pleiades.stoa.org/places/438838,Solonium/Solonius Ager,,,"unlocated,region","2,37",Enemy,,
9999f095-eee3-4646-a156-6272a5a4514f,Spain,char-offset:35652,PLACE,http://sws.geonames.org/2510769,Spain,40.22822936,-3.639066965,,"2,17",,,YES
cf7a86b8-4cc9-4df7-918f-4440ec1ea3d0,Sparta,char-offset:46540,PLACE,http://pleiades.stoa.org/places/570685,"Sparta|Sparta/Sparte, Sparti",37.08149,22.42454,"theatre,temple,settlement,temple-2","2,23",,,YES
f651054e-2f73-4672-9bfb-a3663baf28b7,Sparta,char-offset:40084,PLACE,http://pleiades.stoa.org/places/570685,"Sparta|Sparta/Sparte, Sparti",37.08149,22.42454,"theatre,temple,settlement,temple-2","2,49",,,
a80f1064-8122-4148-8102-5714801740e9,Spartans,char-offset:35179,PEOPLE,http://pleiades.stoa.org/places/570685,"Sparta|Sparta/Sparte, Sparti",37.08149,22.42454,"theatre,temple,settlement,temple-2","2,17",,,YES
b42b82ad-9470-4c34-b866-b917ec8bdf4e,Spurius Carvilius,char-offset:54317,PERSON,,,,,,,,,
4f25cc6c-3dc6-43f8-9b35-c9ec20c8a2f6,Tallus,char-offset:35256,PERSON,,,,,,"2,46",,,
f2c5afe2-1859-4e41-8128-fbfa12ff732a,Tarentum,char-offset:707,PLACE,http://pleiades.stoa.org/places/442810,"Taras/Tarentum/Neptunia|Taras/Tarentum/Neptunia, Taranto|Taranto",40.476034,17.228553,"settlement,temple-2","2,1",,,YES
6addf7a4-01c8-4162-a9bd-337a3871fd47,Tarpeia,char-offset:20325,PERSON,,,,,,"2,39",,,
1a758f36-7a60-42e9-9025-395cd399c4e3,Tarpeia,char-offset:20835,PERSON,,,,,,"2,39",,,
051bf948-b6eb-4dec-9b23-df5607f907d5,Tarpeia,char-offset:21479,PERSON,,,,,,"2,39",,,
cc2a358d-4aa0-45eb-97db-85f83aa6d23e,Tarpeia,char-offset:22156,PERSON,,,,,,"2,40",,,
ee1a2498-39e1-470b-adbe-2e46608efd34,Tartarus,char-offset:38776,PERSON,,,,,,,,,
8740d99a-1fe5-4449-9e37-687d78b0ff42,Tatius,char-offset:10866,PERSON,,,,,,"2,62",,,
c7ff18f1-6497-4739-8e03-ff37c85cac35,Tatius,char-offset:19803,PERSON,,,,,,"2,38",,,
dd88693b-6a1b-46b6-b98c-0ff2b9b43e48,Tatius,char-offset:21799,PERSON,,,,,,"2,40",,,
3b260be6-56ee-4ed6-be73-8a33f1d1c26f,Tatius,char-offset:34356,PERSON,,,,,,"2,46",,,
ee77c2b0-9bdd-4ec6-8085-19772fa00ddc,Tatius,char-offset:34689,PERSON,,,,,,"2,46",,,
a1056b47-e2ca-49fa-9f3b-4b6a8701c895,Tatius,char-offset:35068,PERSON,,,,,,"2,46",,,
ae29139c-59b1-4c3e-9807-6362d3605f47,Tatius,char-offset:37136,PERSON,,,,,,"2,48",,,
805f99dd-311f-4e13-960d-b8ee579aa517,Tatius,char-offset:41051,PERSON,,,,,,"2,50",,,
41787995-bca7-4e84-a161-c5534dd279d0,Tatius,char-offset:42195,PERSON,,,,,,"2,50",,,
7fe8d9bd-88b6-4fae-b0ad-573bd52743d8,Tatius,char-offset:43713,PERSON,,,,,,"2,51",,,
ffa012e8-414b-4d42-8d05-727fed6baf67,Tatius,char-offset:43873,PERSON,,,,,,"2,51",,,
db2a31f4-c449-46c5-8377-e1f0204c4111,Tatius,char-offset:45434,PERSON,,,,,,"2,52",,,
62607da5-e523-4858-8c39-67c3d6f7d182,Tatius,char-offset:45624,PERSON,,,,,,"2,52",,,
95632cf6-9272-4b1c-9f01-5a0c915cae00,Tatius,char-offset:46988,PERSON,,,,,,"2,52",,,
cd3c566a-12d7-41d9-a371-8d5fe76f71cd,Tatius,char-offset:47548,PERSON,,,,,,"2,53",,,
418da103-9566-4936-a3eb-ca61eab6578a,Terentius Varro,char-offset:42911,PERSON,,,,,,,,,
dc2fcf27-5505-426c-8c0e-1f46f252e7b1,Terentius Varro,char-offset:36449,PERSON,,,,,,"2,47",,,
c0b1fdac-5c9d-43ac-86e3-4262f28612a0,Terentius Varro,char-offset:38652,PERSON,,,,,,"2,48",,,
fb5aee29-a018-4892-8ab8-f518fb7fffe9,Testruna,char-offset:39253,PLACE,http://pleiades.stoa.org/places/416870,Testruna,,,unlocated,"2,49",,,
c6fa55b4-198c-4d3e-a17a-1bd10e372bb9,Thebans,char-offset:34827,PEOPLE,http://pleiades.stoa.org/places/541138,"Thebai/Thebae|Kabeirion|Kabeirion, Kabeirion|Thebai, Thiva",38.318092,23.255096,"sanctuary,settlement","2,17",,,YES
7cc744f0-7a72-4d17-8217-28f9fd2c1bcd,Thebans,char-offset:35394,PEOPLE,http://pleiades.stoa.org/places/541138,"Thebai/Thebae|Kabeirion|Kabeirion, Kabeirion|Thebai, Thiva",38.318092,23.255096,"sanctuary,settlement","2,17",,,YES
441435fa-bada-4184-9356-0d33d11b60b3,Themis,char-offset:1544,PERSON,,,,,,"2,1",,,NO
c38f07b0-f056-4cb3-a160-a193fcde76d3,Thessalians,char-offset:19763,PEOPLE,http://sws.geonames.org/6697809,Thessaly,39.51468942,22.20440701,,"2,9",,,YES
72125945-962c-431e-b7c5-ea48cfcf3480,Thessalians,char-offset:20179,PEOPLE,http://sws.geonames.org/6697809,Thessaly,39.51468942,22.20440701,,"2,9",,,YES
67177ff1-993e-4964-9051-4143d2b2d62b,Thessaly,char-offset:1347,PLACE,http://sws.geonames.org/6697809,Thessaly,39.51468942,22.20440701,,"2,1",,,YES
a478d4e0-db20-42fb-aa73-9ae170c15300,Tiber,char-offset:28101,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"2,69",,,
20c55d7e-821b-44c3-b10c-e8a8e6f40d78,Tiber,char-offset:52016,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"2,55",,,
47bb557f-36f6-4195-8e98-a76d62906248,Tiber,char-offset:53563,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"2,55",,,
bd226ef4-3541-4d4e-8819-1e313acd6db3,Troezen,char-offset:38696,PLACE,http://pleiades.stoa.org/places/570756,"Troizen|Troizen, Damala",37.50303,23.34845,settlement,"2,49",,,
23186e8a-4073-48bf-9620-8da4db272ad7,Trojan,char-offset:2249,PEOPLE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlık",39.9577,26.23873,settlement,"2,2",,,YES
24ddda8f-4856-4e64-8b9b-92dbbebb19f8,Trojan,char-offset:2732,PEOPLE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlık",39.9577,26.23873,settlement,"2,2",,,YES
538536b8-59e4-4880-b70a-105032a71470,Troy,char-offset:2828,PLACE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlık",39.9577,26.23873,settlement,"2,2",,,YES
01665b01-d72d-4785-9363-e0f898826fae,Troy,char-offset:3265,PLACE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlık",39.9577,26.23873,settlement,"2,2",,,YES
7418b858-1b2a-4c2c-8593-70508bad2667,Tuccia,char-offset:27721,PERSON,,,,,,"2,69",,,
a7de20c9-2f52-465a-be2e-ad7ef2d4eb55,Tullus Hostilius,char-offset:48071,PERSON,,,,,,,,,
b204398f-6f18-416a-9bc9-e62e9ba518ac,Tyrrhenian,char-offset:107,PLACE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.66419815,12.05473186,water-open,"2,1",,,YES
813f0ade-7fe5-4e2e-8792-811f36d0cddc,Tyrrhenian,char-offset:17455,PLACE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.66419815,12.05473186,water-open,"2,37",,,
ea255bcb-c83d-45b3-891d-c38a5f7b6f60,Tyrrhenian,char-offset:25301,PLACE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.66419815,12.05473186,water-open,"2,42",Ally,,
acc15a86-5a43-4241-8380-696d57860311,Tyrrhenian,char-offset:50244,PLACE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.66419815,12.05473186,water-open,"2,54",,,
1c2d7edb-daf4-4ea0-bee6-545057a0794f,Tyrrhenian Sea,char-offset:39811,PLACE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.66419815,12.05473186,water-open,"2,49",,,
fddd3210-39bf-455a-bb2c-c0dc943a4e01,Tyrrhenians,char-offset:10566,PEOPLE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.66419815,12.05473186,water-open,"2,5",,,YES
330c9de0-1419-4747-a5f0-32f708331a5f,Tyrrhenians,char-offset:11950,PEOPLE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.66419815,12.05473186,water-open,"2,5",,,YES
6625bde9-cb05-480f-a985-3f373bb2ac16,Tyrrhenians,char-offset:12123,PEOPLE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.66419815,12.05473186,water-open,"2,5",,,YES
b350cfc3-da16-40c9-94cc-b1fff7cb476e,Tyrrhenians,char-offset:44795,PEOPLE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.66419815,12.05473186,water-open,"2,22",,,YES
591936ed-f225-468d-8292-e445f36b5ea5,Valerius Antias,char-offset:27421,PERSON,,,,,,,,,
61b1f9d8-df92-4a09-9fff-c4bba1545135,Veii,char-offset:50280,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,54",Enemy,,
47b0c105-2518-4fbb-95c6-d65bce64ebbf,Volusus Valerius,char-offset:35235,PERSON,,,,,,"2,46",,,
6c1d7f21-13d3-48d0-ab78-5f55d3d93d2b,Zeus,char-offset:9182,PERSON,,,,,,"2,61",,,
443bca91-18cd-4d61-a844-e6170132e941,Zeus,char-offset:9285,PERSON,,,,,,"2,61",,,
e39951eb-d59c-4178-86f5-75b0e1c9043d,Zeus,char-offset:9460,PERSON,,,,,,"2,61",,,
