QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,LAT,LNG,PLACE_TYPE,CITATION,RELATIONSHIP (ALLY/ENEMY),DATE,LOCATION PRECISION 
Lavinium,char-offset:36183,PLACE,http://pleiades.stoa.org/places/422960,"Tredici Altari|Temple East of Lavinium|Pratica di Mare, Pomezia|Tredici Altari|Lavinium|Lavinium, Pratica di Mare, Pomezia",41.66391,12.48009,"temple-2,urban,port,sanctuary,settlement","1,14",,750 B.C.,YES
Lavinium,char-offset:57718,PLACE,http://pleiades.stoa.org/places/422960,"Tredici Altari|Temple East of Lavinium|Pratica di Mare, Pomezia|Tredici Altari|Lavinium|Lavinium, Pratica di Mare, Pomezia",41.66391,12.48009,"temple-2,urban,port,sanctuary,settlement","1,23",,670 B.C.,YES
Lavinium,char-offset:57764,PLACE,http://pleiades.stoa.org/places/422960,"Tredici Altari|Temple East of Lavinium|Pratica di Mare, Pomezia|Tredici Altari|Lavinium|Lavinium, Pratica di Mare, Pomezia",41.66391,12.48009,"temple-2,urban,port,sanctuary,settlement","1,23",,670 B.C.,YES
Lavinium,char-offset:5790,PLACE,http://pleiades.stoa.org/places/422960,"Tredici Altari|Temple East of Lavinium|Pratica di Mare, Pomezia|Tredici Altari|Lavinium|Lavinium, Pratica di Mare, Pomezia",41.66391,12.48009,"temple-2,urban,port,sanctuary,settlement","1,3",,1200-800 B.C.,YES
Lavinium,char-offset:6093,PLACE,http://pleiades.stoa.org/places/422960,"Tredici Altari|Temple East of Lavinium|Pratica di Mare, Pomezia|Tredici Altari|Lavinium|Lavinium, Pratica di Mare, Pomezia",41.66391,12.48009,"temple-2,urban,port,sanctuary,settlement","1,3",,1200-800 B.C.,YES
Lavinium,char-offset:13635,PLACE,http://pleiades.stoa.org/places/422960,"Tredici Altari|Temple East of Lavinium|Pratica di Mare, Pomezia|Tredici Altari|Lavinium|Lavinium, Pratica di Mare, Pomezia",41.66391,12.48009,"temple-2,urban,port,sanctuary,settlement","1,6",,,YES
Luceres,char-offset:35209,PEOPLE,http://pleiades.stoa.org/places/749375794,Luceres,41.891775,12.486137,people,"1,13",,750 B.C.,YES
Luceres,char-offset:101430,PEOPLE,http://pleiades.stoa.org/places/749375794,Luceres,41.891775,12.486137,people,"1,36",,600 B.C.,YES
Macedonia,char-offset:1034,PLACE,http://pleiades.stoa.org/places/981531,Macedonia (Roman province),42.5,22.5,province,"1,1",,1200 B.C.,YES
Medullia,char-offset:106042,PLACE,http://pleiades.stoa.org/places/438784,Medullium/Medullum,,,unlocated,"1,38",,600 B.C.,NO
Mesian Forest,char-offset:93893,PLACE,,,,,,"1,33",,625 B.C.,NO
Metapontum,char-offset:46331,PLACE,http://pleiades.stoa.org/places/442658,"Metapontum|Metapontum, Metaponto, Bernalda",40.383868,16.824063,"theatre,settlement","1,18",,710 B.C.,YES
Nomentum,char-offset:106052,PLACE,http://pleiades.stoa.org/places/422986,"Nomentum|Nomentum, Mentana|Mentana",42.03398,12.63764,"settlement-modern,settlement","1,38",,600 B.C.,YES
Numicius,char-offset:4896,PLACE,http://pleiades.stoa.org/places/422988,Numicus (river),41.6504112,12.4248504,river,"1,2",,1200 B.C.,YES
Old Ficulea,char-offset:105996,PLACE,http://pleiades.stoa.org/places/422922,"Ficulea|Ficulea, Casale di Marco Simone Vecchio, Roma",41.96856,12.64652,settlement,"1,38",,600 B.C.,YES
Ostia,char-offset:94020,PLACE,http://pleiades.stoa.org/places/422995,"Ostia|Ostia, Ostia Antica",41.7548549,12.287656,"taberna-shop,urban,theatre,church,settlement,plaza","1,33",,625 B.C.,YES
Palatine,char-offset:30478,PLACE,http://pleiades.stoa.org/places/971691208,Palatinus Mons,41.8893064,12.4871093,hill,"1,12",,750 B.C.,YES
Palatine,char-offset:30954,PLACE,http://pleiades.stoa.org/places/971691208,Palatinus Mons,41.8893064,12.4871093,hill,"1,12",,750 B.C.,YES
Palatine,char-offset:31138,PLACE,http://pleiades.stoa.org/places/971691208,Palatinus Mons,41.8893064,12.4871093,hill,"1,12",,750 B.C.,YES
Palatine,char-offset:32075,PLACE,http://pleiades.stoa.org/places/971691208,Palatinus Mons,41.8893064,12.4871093,hill,"1,12",,750 B.C.,YES
Palatine,char-offset:91830,PLACE,http://pleiades.stoa.org/places/971691208,Palatinus Mons,41.8893064,12.4871093,hill,"1,33",,625 B.C.,YES
Palatine,char-offset:91962,PLACE,http://pleiades.stoa.org/places/971691208,Palatinus Mons,41.8893064,12.4871093,hill,"1,33",,625 B.C.,YES
Palatine,char-offset:92930,PLACE,http://pleiades.stoa.org/places/971691208,Palatinus Mons,41.8893064,12.4871093,hill,"1,33",,625 B.C.,YES
Palatine,char-offset:10260,PLACE,http://pleiades.stoa.org/places/971691208,Palatinus Mons,41.8893064,12.4871093,hill,"1,5",,,YES
Palatine,char-offset:14141,PLACE,http://pleiades.stoa.org/places/971691208,Palatinus Mons,41.8893064,12.4871093,hill,"1,6",,,YES
Palatine,char-offset:14963,PLACE,http://pleiades.stoa.org/places/971691208,Palatinus Mons,41.8893064,12.4871093,hill,"1,7",,750 B.C.,YES
Palatium,char-offset:10394,PLACE,http://pleiades.stoa.org/places/393365,"Ad Palatium|Ad Palatium, Ala",45.75569,11.00671,station,"1,5",,,YES
Pallantium,char-offset:10307,PLACE,http://pleiades.stoa.org/places/570548,"Pallantion|Pallantion, Berbati",37.462155,22.336587,settlement,"1,5",,,YES
Paphlagonia,char-offset:512,PLACE,http://pleiades.stoa.org/places/845034,Paphlagonia (region),41.44846297,33.23855022,region,"1,1",,1200 B.C.,YES
Peloponnesus,char-offset:16660,PLACE,http://pleiades.stoa.org/places/570577,Peloponnesus/Peloponnesos/Peloponnese,37.25289778,22.31275269,"peninsula,region","1,7",,750 B.C.,YES
Pila Horatia,char-offset:70495,PLACE,http://pleiades.stoa.org/places/670733375,tribus Horatia,41.80656858,12.57975783,tribus,"1,55",,520 B.C.,YES
Politorium,char-offset:92186,PLACE,http://pleiades.stoa.org/places/438811,Politorium,,,"unlocated,settlement","1,26",,670 B.C.,YES
Pometia,char-offset:149868,PLACE,http://pleiades.stoa.org/places/423005,"Pometia|Pometia/Suessa Pometia, Cisterna di Latina",41.594438,12.826351,settlement,"1,53",,530 B.C.,YES
Pomptine Suessa,char-offset:142803,PLACE,http://pleiades.stoa.org/places/433034,Pomptinus Ager,41.25,12.75,region,"1,33",,625 B.C.,YES
Pons Sublicius,char-offset:93389,PLACE,http://dare.ht.lu.se/places/39615,"Pons Sublicius, Roma",41.884444,12.476667,,"1,3",,1200-800 B.C.,YES
Prisci Latini,char-offset:106086,PEOPLE,,,,,,"1,30",,650 B.C.,NO
Prisci Latini,char-offset:6835,PEOPLE,,,,,,"1,32",,625 B.C.,NO
Prisci Latini,char-offset:90093,PEOPLE,,,,,,"1,32",,625 B.C.,NO
Prisci Latini,char-offset:90133,PEOPLE,,,,,,"1,32",,625 B.C.,NO
Prisci Latini,char-offset:90821,PEOPLE,,,,,,"1,32",,625 B.C.,NO
Prisci Latini,char-offset:90998,PEOPLE,,,,,,"1,32",,625 B.C.,NO
Prisci Latini,char-offset:91128,PEOPLE,,,,,,"1,32",,625 B.C.,NO
Prisci Latini,char-offset:91224,PEOPLE,,,,,,"1,38",,600 B.C.,NO
Prisci Latini,char-offset:105843,PEOPLE,,,,,,"1,38",,600 B.C.,NO
Quinctii,char-offset:81471,PERSON,,,,,,"1,44",,550 B.C.,YES
Quirinal,char-offset:120093,PLACE,http://pleiades.stoa.org/places/125119394,Quirinal Hill,41.9,12.48333,hill,"1,13",,750 B.C.,YES
Ramnenses,char-offset:35124,PLACE,,,,,,"1,13",,750 B.C.,NO
Ramnes,char-offset:101407,PLACE,http://pleiades.stoa.org/places/531536067,tribus Ramnes,41.891775,12.486137,"unlocated,tribus","1,36",,600 B.C.,YES
Rutulians,char-offset:3230,PEOPLE,http://pleiades.stoa.org/places/422843,"Ardea|Ardea, Ardea",41.61126,12.54968,"settlement,urban","1,2",,1200 B.C.,YES
Rutulians,char-offset:3483,PEOPLE,http://pleiades.stoa.org/places/422843,"Ardea|Ardea, Ardea",41.61126,12.54968,"settlement,urban","1,2",,1200 B.C.,YES
Rutulians,char-offset:3622,PEOPLE,http://pleiades.stoa.org/places/422843,"Ardea|Ardea, Ardea",41.61126,12.54968,"settlement,urban","1,2",,1200 B.C.,YES
Rutulians,char-offset:3999,PEOPLE,http://pleiades.stoa.org/places/422843,"Ardea|Ardea, Ardea",41.61126,12.54968,"settlement,urban","1,2",,1200 B.C.,YES
Rutulians,char-offset:154052,PEOPLE,http://pleiades.stoa.org/places/422843,"Ardea|Ardea, Ardea",41.61126,12.54968,"settlement,urban","1,56",,510 B.C.,YES
Sabine,char-offset:33022,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,13",,750 B.C.,YES
Sabine,char-offset:34568,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,13",,750 B.C.,YES
Sabine,char-offset:43245,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,17",,750 B.C.,YES
Sabine,char-offset:83422,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,30",,650 B.C.,YES
Sabine,char-offset:83640,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,30",,650 B.C.,YES
Sabine,char-offset:95815,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,34",,625 B.C.,YES
Sabine,char-offset:95944,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,34",,625 B.C.,YES
Sabine,char-offset:104201,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,37",,600 B.C.,YES
Sabine,char-offset:104754,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,37",,600 B.C.,YES
Sabine,char-offset:105755,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,38",,600 B.C.,YES
Sabine,char-offset:106409,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,38",,600 B.C.,YES
Sabine,char-offset:106811,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,38",,600 B.C.,YES
Sabine,char-offset:122976,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,45",,550 B.C.,YES
Sabine,char-offset:123220,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,45",,550 B.C.,YES
Sabine,char-offset:23208,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,9",,750 B.C.,YES
Sabine city,char-offset:45861,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"1,18",,710 B.C.,YES
Sabines,char-offset:26040,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,10",,750 B.C.,YES
Sabines,char-offset:29126,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,11",,750 B.C.,YES
Sabines,char-offset:29816,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,11",,750 B.C.,YES
Sabines,char-offset:30292,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,12",,750 B.C.,YES
Sabines,char-offset:30687,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,12",,750 B.C.,YES
Sabines,char-offset:31193,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,12",,750 B.C.,YES
Sabines,char-offset:31930,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,12",,750 B.C.,YES
Sabines,char-offset:32541,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,12",,750 B.C.,YES
Sabines,char-offset:32708,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,12",,750 B.C.,YES
Sabines,char-offset:32890,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,12",,750 B.C.,YES
Sabines,char-offset:34275,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,13",,750 B.C.,YES
Sabines,char-offset:55697,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,22",,710 B.C.,YES
Sabines,char-offset:82037,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,30",,650 B.C.,YES
Sabines,char-offset:82302,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,30",,650 B.C.,YES
Sabines,char-offset:82467,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,30",,650 B.C.,YES
Sabines,char-offset:82906,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,30",,650 B.C.,YES
Sabines,char-offset:91884,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,33",,625 B.C.,YES
Sabines,char-offset:100955,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,36",,600 B.C.,YES
Sabines,char-offset:103252,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,37",,600 B.C.,YES
Sabines,char-offset:103654,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,37",,600 B.C.,YES
Sabines,char-offset:104304,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,37",,600 B.C.,YES
Sabines,char-offset:104846,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,37",,600 B.C.,YES
Sabines,char-offset:105130,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,38",,600 B.C.,YES
Sabines,char-offset:122257,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"1,45",,550 B.C.,YES
Samos,char-offset:46049,PLACE,http://pleiades.stoa.org/places/599926,"Samos|Samos (island)|Samos Ins./Samus Ins., Samos|Samos, Samos|Heraion|Heraion, Heraion",37.73,26.84,"island,sanctuary,settlement,temple-2","1,18",,710 B.C.,YES
Servilii,char-offset:81457,PLACE,http://pleiades.stoa.org/places/422824,"Alba Longa?|Alba Longa?, Castel Gandolfo",41.746447,12.65048,settlement,"1,30",,650 B.C.,YES
Sicily,char-offset:1070,PLACE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"1,1",,1200 B.C.,YES
Sicily,char-offset:1108,PLACE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"1,1",,1200 B.C.,YES
Signia,char-offset:151377,PLACE,http://pleiades.stoa.org/places/423072,"Signia|Signia, Segni",41.695274,13.026189,"settlement,temple-2","1,56",,510 B.C.,YES
Silva Malitiosa,char-offset:83474,PLACE,,,,,,"1,30",,650 B.C.,YES
Straits of Messina,char-offset:4524,PLACE,http://pleiades.stoa.org/places/462494,Siculum Fretum,38.260268,15.660384,water-open,"1,2",,1200 B.C.,YES
Tarpeian Mount,char-offset:148338,PLACE,http://pleiades.stoa.org/places/347036492,Capitolinus Mons,41.8925778,12.4822154,hill,"1,41",,,YES
Tarquinii,char-offset:94551,PLACE,http://pleiades.stoa.org/places/413332,"Tarchna/Tarquinii|Tarquinii/Tarchonion, Tarquinia|Pian di Civita, Tarquinia|Monterozzi, Tarquinia",42.2594737,11.8032392,"city-wall,sanctuary,settlement,city-gate","1,34",,625 B.C.,YES
Tarquinii,char-offset:95565,PLACE,http://pleiades.stoa.org/places/413332,"Tarchna/Tarquinii|Tarquinii/Tarchonion, Tarquinia|Pian di Civita, Tarquinia|Monterozzi, Tarquinia",42.2594737,11.8032392,"city-wall,sanctuary,settlement,city-gate","1,34",,625 B.C.,YES
Tarquinii,char-offset:127724,PLACE,http://pleiades.stoa.org/places/413332,"Tarchna/Tarquinii|Tarquinii/Tarchonion, Tarquinia|Pian di Civita, Tarquinia|Monterozzi, Tarquinia",42.2594737,11.8032392,"city-wall,sanctuary,settlement,city-gate","1,34",,625 B.C.,YES
Tarquinii,char-offset:128103,PLACE,http://pleiades.stoa.org/places/413332,"Tarchna/Tarquinii|Tarquinii/Tarchonion, Tarquinia|Pian di Civita, Tarquinia|Monterozzi, Tarquinia",42.2594737,11.8032392,"city-wall,sanctuary,settlement,city-gate","1,47",,530 B.C.,YES
Tarquinii,char-offset:94387,PLACE,http://pleiades.stoa.org/places/413332,"Tarchna/Tarquinii|Tarquinii/Tarchonion, Tarquinia|Pian di Civita, Tarquinia|Monterozzi, Tarquinia",42.2594737,11.8032392,"city-wall,sanctuary,settlement,city-gate","1,56",,510 B.C.,YES
Tarquins,char-offset:148437,PEOPLE,http://pleiades.stoa.org/places/413332,"Tarchna/Tarquinii|Tarquinii/Tarchonion, Tarquinia|Pian di Civita, Tarquinia|Monterozzi, Tarquinia",42.2594737,11.8032392,"city-wall,sanctuary,settlement,city-gate","1,47",,530 B.C.,YES
Tarquins,char-offset:152956,PEOPLE,http://pleiades.stoa.org/places/413332,"Tarchna/Tarquinii|Tarquinii/Tarchonion, Tarquinia|Pian di Civita, Tarquinia|Monterozzi, Tarquinia",42.2594737,11.8032392,"city-wall,sanctuary,settlement,city-gate","1,55",,520 B.C.,YES
Tarquins,char-offset:153598,PEOPLE,http://pleiades.stoa.org/places/413332,"Tarchna/Tarquinii|Tarquinii/Tarchonion, Tarquinia|Pian di Civita, Tarquinia|Monterozzi, Tarquinia",42.2594737,11.8032392,"city-wall,sanctuary,settlement,city-gate","1,56",,510 B.C.,YES
Tarquins,char-offset:156316,PEOPLE,http://pleiades.stoa.org/places/413332,"Tarchna/Tarquinii|Tarquinii/Tarchonion, Tarquinia|Pian di Civita, Tarquinia|Monterozzi, Tarquinia",42.2594737,11.8032392,"city-wall,sanctuary,settlement,city-gate","1,56",,510 B.C.,YES
Tellenae,char-offset:92165,PLACE,http://pleiades.stoa.org/places/438850,Tellena,,,unlocated,"1,57",,510 B.C.,NO
Tiber,char-offset:38953,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,14",,750 B.C.,YES
Tiber,char-offset:72996,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,15",,750 B.C.,YES
Tiber,char-offset:73046,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,27",,670 B.C.,YES
Tiber,char-offset:93361,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,27",,670 B.C.,YES
Tiber,char-offset:8407,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,3",,1200-800 B.C.,YES
Tiber,char-offset:6525,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,33",,625 B.C.,YES
Tiber,char-offset:103819,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,33",,625 B.C.,YES
Tiber,char-offset:106684,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,37",,600 B.C.,YES
Tiber,char-offset:123573,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,38",,600 B.C.,YES
Tiber,char-offset:15350,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,4",,,YES
Tiber,char-offset:36663,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"1,7",,750 B.C.,YES
Titienses,char-offset:101415,PEOPLE,,,,,,"1,13",,750 B.C.,NO
Titienses,char-offset:35165,PEOPLE,,,,,,"1,45",,550 B.C.,NO
Trojan state,char-offset:3886,PLACE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,36",,600 B.C.,YES
Trojans,char-offset:671,PEOPLE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,1",,1200 B.C.,YES
Trojans,char-offset:1218,PEOPLE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,1",,1200 B.C.,YES
Trojans,char-offset:2153,PEOPLE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,1",,1200 B.C.,YES
Trojans,char-offset:2869,PEOPLE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,1",,1200 B.C.,YES
Trojans,char-offset:3170,PEOPLE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,1",,1200 B.C.,YES
Trojans,char-offset:101,PEOPLE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,2",,1200 B.C.,YES
Trojans,char-offset:3542,PEOPLE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,2",,1200 B.C.,YES
Trojans,char-offset:4284,PEOPLE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,2",,1200 B.C.,YES
Troy,char-offset:587,PLACE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,1",,1200 B.C.,YES
Troy,char-offset:809,PLACE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,1",,1200 B.C.,YES
Troy,char-offset:1190,PLACE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,1",,1200 B.C.,YES
Troy,char-offset:57746,PLACE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,1",,1200 B.C.,YES
Troy,char-offset:72,PLACE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlk",39.9577,26.23873,settlement,"1,2",,1200 B.C.,YES
Tullii,char-offset:81445,PEOPLE,http://pleiades.stoa.org/places/422824,"Alba Longa?|Alba Longa?, Castel Gandolfo",41.746447,12.65048,settlement,"1,23",,670 B.C.,YES
Tusculum,char-offset:135190,PLACE,http://pleiades.stoa.org/places/423108,"Tusculum|Tusculum, Tuscolo, Monte Porzio Catone",41.798322,12.709916,"amphitheatre,theatre,settlement","1,51",,530 B.C.,YES
Urbius Clivus,char-offset:132122,PLACE,,,,,,"1,49",,530 B.C.,NO
Veientes,char-offset:39112,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","1,15",,750 B.C.,YES
Veientes,char-offset:39661,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","1,15",,750 B.C.,YES
Veientes,char-offset:83079,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","1,15",,750 B.C.,YES
Veientes,char-offset:38417,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","1,48",,530 B.C.,YES
Veientines,char-offset:74966,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","1,27",,670 B.C.,YES
Veientines,char-offset:93926,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","1,27",,670 B.C.,YES
Veientines,char-offset:73243,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","1,30",,650 B.C.,YES
Veientines,char-offset:114639,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","1,33",,625 B.C.,YES
Veii,char-offset:38814,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","1,42",,570 B.C.,YES
Veneti,char-offset:899,PLACE,http://pleiades.stoa.org/places/138643,Venetia,47.5,-3.5,unknown,"1,15",,750 B.C.,YES
Via Nova,char-offset:112815,PLACE,http://pleiades.stoa.org/places/926033983,Via Claudia Nova,42.27562437,13.54969537,road,"1,1",,1200 B.C.,YES
Vicus Sceleratus,char-offset:132410,PLACE,http://pleiades.stoa.org/places/866548110,Auditorium Maecenatis,41.8940964,12.5012225,architecturalcomplex,"1,41",,570 B.C.,YES
Viminal,char-offset:120110,PLACE,,,,,,"1,48",,530 B.C.,NO
Volsci,char-offset:144481,PEOPLE,http://pleiades.stoa.org/places/433208,Volsci,41.60201343,13.17762716,people,"1,58",,510 B.C.,YES
Volscians,char-offset:142687,PEOPLE,http://pleiades.stoa.org/places/433208,Volsci,41.60201343,13.17762716,people,"1,53",,530 B.C.,YES
